PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Revisiones,Edad_Cliente,Prediccion,Probabilidad_Compra,porcentaje,Tipo_Cliente
0,0,0,1,1,0,0,0,1,31,0,0,0,2,0,0,0,4720,0,2,20,1,0.8316212,83.16212,Premium
0,0,0,1,1,2,3,0,1,40,1,0,0,2,0,0,0,4833,0,2,30,1,0.951808,95.1808,Premium
0,0,1,1,1,3,0,0,1,8,1,0,0,0,0,1,0,4720,0,2,24,1,0.96669275,96.669275,Premium
0,0,1,1,1,2,3,1,1,42,1,0,0,3,0,0,0,3850,0,1,19,1,0.8192859,81.92859,Premium
0,0,1,1,1,0,0,1,1,26,0,0,1,1,0,0,0,2385,0,1,24,1,0.9939964,99.39964,Premium
0,0,1,1,1,3,0,1,1,21,0,0,1,1,0,0,0,2385,0,0,30,1,0.997184,99.7184,Premium
0,0,1,1,1,3,0,1,1,8,1,0,0,0,0,0,0,2892,0,1,19,1,0.9162452,91.62452,Premium
0,0,1,1,1,2,0,0,1,38,1,0,1,4,0,3,1,4082,0,1,21,1,0.9088913,90.88913,Premium
0,0,1,1,1,3,0,0,1,31,0,0,1,1,1,0,0,5421,62534,1,50,1,0.99964714,99.964714,Premium
0,0,0,0,1,2,3,0,1,8,0,0,0,0,1,0,0,920,4854,2,53,1,0.8411351,84.11351,Premium
0,0,0,0,1,3,0,1,1,51,1,0,0,3,1,3,1,2208,10238,1,40,1,0.87990946,87.99094600000001,Premium
0,0,0,0,1,0,3,0,1,32,0,0,0,0,1,2,0,1376,4861,1,58,1,0.8446329,84.46329,Premium
0,0,0,0,1,3,3,1,1,6,1,0,0,3,1,3,1,2892,4866,2,32,1,0.93174,93.174,Premium
0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,920,0,1,29,1,0.86504734,86.504734,Premium
0,0,0,0,1,2,0,1,1,8,1,0,1,2,0,0,0,920,0,2,28,1,0.88651705,88.651705,Premium
0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,920,0,0,20,1,0.8592428,85.92428,Premium
0,0,0,0,1,0,0,0,1,42,0,0,0,0,0,0,0,3213,0,1,24,1,0.91119134,91.119134,Premium
1,5,0,1,1,0,3,1,1,31,1,0,0,0,0,2,0,3453,0,2,56,1,0.9577533,95.77533,Premium
1,5,0,1,1,3,0,1,1,31,0,0,0,0,0,0,0,1654,0,1,67,1,0.8017646,80.17646,Premium
1,5,0,1,1,3,0,1,1,31,0,0,0,0,1,0,0,1654,12593,1,69,1,0.9167112,91.67112,Premium
1,5,0,1,1,2,0,1,1,31,1,0,0,0,1,0,0,5076,14836,2,39,1,0.8878601,88.78601,Premium
1,5,0,1,1,0,0,1,1,31,1,0,0,0,1,0,0,4005,5974,2,59,1,0.9112694,91.12694,Premium
1,5,0,1,1,3,0,1,1,2,1,0,0,3,1,0,0,4005,8265,2,49,1,0.89521563,89.521563,Premium
1,5,0,1,1,3,0,1,1,31,1,0,0,2,0,3,1,3309,0,1,56,1,0.874914,87.4914,Premium
1,5,0,1,1,2,0,1,2,27,1,0,0,2,0,3,1,4800,0,2,27,1,0.94173425,94.173425,Premium
1,5,0,1,0,0,0,1,1,31,0,0,0,0,1,0,0,4887,18486,2,53,1,0.83570665,83.570665,Premium
1,0,0,0,1,2,0,1,1,47,1,0,0,2,0,0,0,6456,0,2,32,1,0.9119272,91.19272000000001,Premium
1,0,0,1,1,3,0,1,1,31,1,0,0,0,1,0,0,4005,14269,2,40,1,0.85412467,85.412467,Premium
1,0,0,1,1,3,0,1,1,38,1,0,0,3,1,0,0,4005,13542,2,61,1,0.9553612,95.53612,Premium
1,0,0,1,1,0,0,0,1,31,1,0,0,0,1,0,0,4005,24500,2,60,1,0.9338878,93.38878000000001,Premium
1,0,0,1,1,3,0,0,1,21,1,0,0,0,1,0,0,2997,20049,2,40,1,0.89134604,89.134604,Premium
1,0,0,1,1,2,2,0,1,40,1,0,0,0,0,0,0,4800,0,0,44,1,0.94926465,94.92646500000001,Premium
1,0,0,1,0,3,3,1,1,19,1,0,0,3,0,0,0,2915,0,2,54,1,0.87804806,87.804806,Premium
1,0,0,1,0,0,1,0,2,8,1,0,0,0,1,0,0,3905,14005,2,59,1,0.8872819,88.72819,Premium
1,0,0,2,1,3,0,1,1,51,1,0,0,2,1,0,0,3353,15820,2,56,1,0.8826858,88.26858,Premium
1,5,0,1,1,0,0,1,1,11,1,0,0,0,0,0,0,0,0,1,70,1,0.9499725,94.99725,Premium
1,5,0,1,1,2,3,1,1,31,1,0,0,0,0,0,0,4524,0,0,65,1,0.95939565,95.939565,Premium
1,5,0,1,1,2,3,1,1,23,1,0,0,3,1,0,0,4524,25934,2,41,1,0.9317285,93.17285,Premium
1,5,0,1,1,0,0,1,1,18,1,0,0,0,0,0,0,3453,0,1,43,1,0.9095384,90.95384,Premium
1,5,0,1,1,0,0,1,1,31,1,0,0,2,0,0,0,3453,0,1,53,1,0.9757284,97.57284,Premium
1,5,0,1,1,0,0,1,1,31,0,0,1,1,0,0,0,3994,0,0,35,1,0.9926926,99.26926,Premium
1,5,0,1,1,2,0,1,1,35,1,0,1,1,0,0,0,4791,0,0,49,1,0.8521225,85.21225,Premium
1,5,0,1,1,0,0,0,1,11,0,0,1,1,0,0,0,2512,0,1,68,1,0.9915571,99.15571,Premium
1,5,0,1,0,3,0,1,1,44,0,0,1,1,0,0,0,2415,0,1,46,1,0.9417784,94.17784,Premium
1,0,0,0,1,3,0,1,1,31,1,0,0,1,1,0,0,3309,8297,2,46,1,0.87217957,87.217957,Premium
1,0,0,0,1,3,0,1,1,32,1,0,0,0,0,0,0,3453,0,1,51,1,0.9863979,98.63979,Premium
1,0,0,0,1,0,0,0,1,2,1,0,0,2,0,0,0,3453,0,2,36,1,0.94999534,94.999534,Premium
1,0,0,0,1,2,0,1,1,8,1,0,1,0,0,0,0,3453,0,1,37,1,0.99381423,99.381423,Premium
1,0,0,1,1,0,0,1,1,7,1,0,0,2,0,0,0,3309,0,1,35,1,0.88474125,88.474125,Premium
1,0,0,1,1,3,0,1,1,31,1,0,0,2,0,0,0,3309,0,1,21,1,0.96011966,96.011966,Premium
1,0,0,1,1,0,2,0,1,38,1,0,0,2,0,0,0,3453,0,1,50,1,0.9502401,95.02401,Premium
1,0,0,1,1,2,0,1,1,12,1,0,0,3,1,0,0,3696,31761,2,47,1,0.9677104,96.77104,Premium
1,0,0,1,1,2,0,1,1,31,1,0,0,2,0,0,0,4524,0,1,31,1,0.9339225,93.39225,Premium
1,0,0,1,1,0,0,1,1,47,1,0,0,0,1,0,0,3453,34350,2,49,1,0.91387653,91.387653,Premium
1,0,0,1,1,2,0,0,1,31,1,0,1,2,0,0,0,1750,0,1,42,1,0.9059218,90.59218,Premium
1,0,0,1,1,0,0,1,1,31,0,0,0,0,0,0,0,1750,0,1,69,1,0.8201949,82.01948999999999,Premium
1,0,0,1,1,0,0,0,1,8,1,0,0,2,0,3,1,3453,0,2,41,1,0.886569,88.65690000000001,Premium
1,0,0,1,1,2,1,0,0,8,1,0,0,0,0,0,0,4524,0,1,50,1,0.91610533,91.610533,Premium
1,0,0,1,1,2,0,1,1,8,1,0,1,2,0,0,0,4322,0,1,63,1,0.98783654,98.783654,Premium
1,0,0,1,1,0,0,0,1,26,0,0,1,1,0,0,0,3994,0,1,71,1,0.99529725,99.529725,Premium
1,0,0,1,1,3,3,1,1,31,1,0,0,0,0,0,0,1750,0,2,70,1,0.8063425,80.63425,Premium
1,0,0,1,1,2,0,1,1,46,1,0,1,2,0,0,0,1750,0,2,51,1,0.9361087,93.61087,Premium
1,0,0,1,1,0,0,0,1,13,0,0,1,1,0,0,0,3994,0,1,23,1,0.99412197,99.412197,Premium
1,0,0,1,1,0,0,1,1,7,1,0,1,1,0,0,0,3994,0,1,71,1,0.9937411,99.37411,Premium
1,0,0,1,1,0,0,0,1,31,0,0,1,1,0,0,0,3878,0,0,55,1,0.9923045,99.23045,Premium
1,0,0,1,1,0,0,0,1,46,0,0,1,1,0,0,0,2512,0,0,27,1,0.97747016,97.747016,Premium
1,0,0,1,1,0,0,1,1,42,0,0,1,1,0,0,0,2625,0,1,55,1,0.9150301,91.50300999999999,Premium
1,0,0,1,1,2,0,1,2,8,1,0,1,1,0,0,0,4791,0,0,46,1,0.92786515,92.78651500000001,Premium
1,0,0,1,0,2,0,0,1,13,1,0,0,0,0,0,0,4424,0,0,50,1,0.8567057,85.67057,Premium
1,0,0,1,0,0,0,0,1,4,0,0,1,0,0,0,1,2525,0,2,68,1,0.9888776,98.88776,Premium
1,0,0,2,1,0,0,1,1,8,1,0,0,0,0,2,0,3215,0,2,31,1,0.8010167,80.10167,Premium
1,0,0,2,1,2,0,1,1,7,1,0,1,3,1,0,0,3215,21694,1,40,1,0.89670384,89.670384,Premium
1,0,0,2,1,2,0,1,1,8,1,0,1,3,0,0,0,3353,0,1,45,1,0.9327488,93.27488000000001,Premium
1,0,0,2,1,0,3,1,1,31,0,0,1,1,0,0,0,3842,0,1,58,1,0.9947043,99.47043,Premium
1,0,0,2,1,2,0,1,1,9,1,0,1,1,0,0,0,5437,0,0,51,1,0.9242431,92.42430999999999,Premium
1,0,0,2,1,3,0,0,1,8,0,0,1,1,0,0,0,2415,0,0,50,1,0.9702848,97.02848,Premium
1,5,0,1,1,0,0,0,1,15,1,0,0,2,1,2,0,5302,30405,4,50,1,0.98883307,98.883307,Premium
1,5,0,1,1,0,1,1,1,8,0,0,0,0,1,3,1,6817,7252,9,48,1,0.85308427,85.308427,Premium
1,5,1,1,1,0,3,1,1,24,1,0,0,1,0,2,0,7615,19657,4,41,1,0.9646164,96.46164,Premium
1,5,1,1,1,3,3,0,1,36,1,0,0,3,1,3,1,1648,37522,7,42,1,0.9724224,97.24224,Premium
1,5,1,1,1,3,0,1,1,42,0,0,0,3,1,3,1,7573,41727,5,51,1,0.99541914,99.54191399999999,Premium
1,5,1,1,1,0,3,1,0,6,0,0,0,0,1,3,1,6133,19017,8,51,1,0.975711,97.5711,Premium
1,5,1,1,1,3,0,1,1,11,0,0,0,2,0,2,0,7717,17064,6,46,1,0.86072826,86.072826,Premium
1,5,1,1,1,0,0,1,1,31,0,0,0,2,1,2,0,5059,51728,4,60,1,0.99266994,99.266994,Premium
1,5,1,1,1,0,0,1,1,8,1,0,0,0,0,2,0,5777,16182,8,45,1,0.87935877,87.93587699999999,Premium
1,5,1,1,1,2,1,1,1,31,0,0,0,2,1,3,1,1717,39824,2,55,1,0.8487584,84.87584,Premium
1,5,1,1,1,3,3,1,1,31,0,0,0,2,0,2,0,5501,31760,12,43,1,0.9936134,99.36134,Premium
1,5,1,1,1,0,3,1,1,26,0,0,0,1,1,3,1,4259,32534,7,41,1,0.99694973,99.694973,Premium
1,5,1,1,1,0,0,0,1,35,0,0,0,2,1,3,1,5067,34601,9,38,1,0.98081297,98.081297,Premium
1,5,1,1,1,3,0,1,1,8,1,0,0,3,1,3,1,5639,42703,3,37,1,0.99318635,99.318635,Premium
1,5,1,1,1,0,0,1,2,6,0,0,0,1,1,3,1,6919,15439,4,41,1,0.8348236,83.48236,Premium
1,5,1,1,1,3,0,0,1,42,0,0,0,0,1,3,1,5047,7936,4,50,1,0.8154694,81.54694,Premium
1,5,1,1,1,3,3,1,1,6,1,0,0,0,1,3,1,764,5193,7,42,1,0.8875332,88.75332,Premium
1,5,1,1,1,3,0,1,1,38,0,0,0,3,1,3,1,7295,11329,4,57,1,0.81957334,81.957334,Premium
1,5,0,1,1,0,0,1,2,1,0,1,0,0,0,1,1,2576,4285,4,62,1,0.86391425,86.391425,Premium
1,5,0,1,1,3,0,1,1,16,1,0,0,0,1,0,0,2195,16681,7,43,1,0.8795646,87.95646,Premium
1,5,1,1,1,0,0,1,2,32,1,0,0,0,0,0,0,5059,11817,5,37,1,0.8752046,87.52046,Premium
1,0,1,1,1,0,0,0,1,31,1,0,0,0,1,1,0,4604,15467,6,42,1,0.93994695,93.994695,Premium
1,0,1,1,1,0,0,1,1,8,0,0,0,0,1,0,0,4866,42154,7,57,1,0.9910216,99.10216,Premium
1,0,0,1,1,0,3,0,2,31,0,0,0,0,0,0,0,1525,0,7,63,1,0.8268036,82.68036,Premium
1,0,0,1,1,0,0,1,1,31,0,0,0,0,0,0,0,1525,13293,7,56,1,0.83569205,83.569205,Premium
1,0,0,1,1,1,1,1,1,8,1,0,0,0,1,0,0,3163,8274,4,62,1,0.8054178,80.54178,Premium
1,5,0,1,0,0,3,0,1,31,0,0,0,0,0,0,0,2922,15948,3,37,1,0.8577222,85.77222,Premium
1,0,1,2,1,3,3,1,1,2,0,0,0,3,0,3,1,2887,16180,7,41,1,0.81478107,81.478107,Premium
1,0,0,2,1,0,0,1,1,31,1,1,0,2,0,0,0,6378,11803,4,49,1,0.9565886,95.65886,Premium
1,0,1,1,1,3,0,0,1,8,0,0,0,0,1,2,0,4867,12874,2,47,1,0.84630585,84.630585,Premium
1,0,1,1,1,3,0,0,1,32,0,1,0,0,1,0,0,4867,5584,2,55,1,0.9058755,90.58755,Premium
1,0,1,1,1,0,3,1,1,31,0,1,0,2,0,0,0,6304,15692,2,46,1,0.8147819,81.47819,Premium
1,5,0,1,1,0,0,1,1,46,1,0,0,2,1,0,0,3453,8831,2,39,1,0.91316444,91.31644399999999,Premium
1,0,0,0,1,0,0,1,1,31,1,0,0,2,1,1,0,3453,14168,2,53,1,0.9085021,90.85021,Premium
1,0,0,0,1,3,3,1,0,0,1,0,0,2,1,3,1,3453,11821,2,30,1,0.9727476,97.27476,Premium
1,0,0,1,1,2,0,0,1,31,1,0,0,0,1,3,1,4750,15889,2,60,1,0.8305937,83.05937,Premium
1,0,0,1,1,3,0,1,1,42,1,0,0,3,1,0,0,3453,11696,2,45,1,0.9363124,93.63124,Premium
1,0,0,2,1,0,3,1,1,31,1,0,0,2,1,2,0,3353,4914,2,50,1,0.8465074,84.65074,Premium
1,5,1,1,1,0,0,1,1,26,0,0,1,1,0,0,0,3651,0,1,65,1,0.96947855,96.947855,Premium
1,5,1,1,1,2,0,0,2,48,1,0,1,1,0,0,0,5931,0,0,50,1,0.9157602,91.57602,Premium
1,0,1,1,1,2,0,0,1,31,1,0,0,2,1,1,0,4838,48428,0,49,1,0.99770385,99.77038499999999,Premium
2,3,0,1,1,2,0,1,1,31,0,0,0,0,0,0,1,2635,10979,4,38,1,0.8303193,83.03193,Premium
2,3,1,1,1,2,0,1,1,31,0,0,0,0,0,2,0,4416,10197,5,35,1,0.9380445,93.80444999999999,Premium
2,3,1,1,1,0,0,0,1,31,0,0,0,2,0,0,0,6227,19560,7,50,1,0.913211,91.3211,Premium
2,3,1,1,1,3,0,1,1,38,1,0,0,1,0,0,0,8865,40296,9,51,1,0.99962413,99.96241300000001,Premium
2,3,1,1,1,2,3,0,1,18,1,0,0,2,1,0,0,9748,18794,2,55,1,0.966574,96.65740000000001,Premium
0,0,1,0,1,2,3,0,1,42,0,0,0,2,0,0,1,4209,17527,5,23,1,0.8508535,85.08535,Premium
0,0,1,0,1,3,0,1,0,8,0,0,0,0,0,0,0,3698,0,7,27,1,0.95296013,95.296013,Premium
0,0,0,0,1,0,0,1,1,8,0,0,0,0,0,0,0,0,20762,8,24,1,0.8329404,83.29404,Premium
0,0,0,0,1,0,0,1,1,15,0,0,0,0,0,3,1,828,4180,7,61,1,0.88900626,88.900626,Premium
0,0,0,0,1,3,0,0,1,31,1,0,0,0,1,0,0,5550,17654,3,50,1,0.961175,96.1175,Premium
0,0,0,0,1,0,0,0,1,31,1,0,0,2,1,0,0,5550,7040,2,54,1,0.9144409,91.44409,Premium
7,6,0,1,1,2,0,1,1,42,0,0,1,0,0,0,0,3395,0,1,61,1,0.9678294,96.78294,Premium
7,6,0,1,1,2,0,1,1,8,0,0,1,0,0,0,0,2846,0,0,22,1,0.9935527,99.35526999999999,Premium
7,6,0,1,1,3,0,1,2,21,0,0,1,1,0,1,0,1976,0,1,34,1,0.99363226,99.363226,Premium
7,6,0,1,0,0,0,1,2,31,0,0,1,1,0,0,0,1976,0,1,62,1,0.9957455,99.57454999999999,Premium
7,6,1,1,1,2,0,0,1,31,1,0,0,1,1,0,0,3955,18532,2,58,1,0.86892605,86.892605,Premium
7,6,1,1,1,2,3,1,1,31,1,0,0,0,0,0,0,3955,0,2,26,1,0.9279227,92.79227,Premium
7,6,1,1,1,3,0,0,1,8,1,0,0,0,0,0,0,2881,0,1,63,1,0.95194143,95.194143,Premium
7,6,1,1,1,2,3,1,1,2,0,0,1,1,1,0,0,2923,38463,0,42,1,0.9892902,98.92902,Premium
9,6,1,2,1,0,0,1,1,31,1,0,0,1,0,1,1,0,38639,2,48,1,0.9811786,98.11786000000001,Premium
3,5,1,1,1,0,0,1,1,8,0,0,0,0,1,2,0,0,13488,4,59,1,0.91914207,91.914207,Premium
3,5,1,1,1,0,3,1,1,34,0,0,0,2,0,2,0,4874,31358,7,45,1,0.9814989,98.14989,Premium
3,5,1,1,1,0,0,1,1,26,0,0,0,0,1,3,1,2504,9494,7,55,1,0.94812447,94.812447,Premium
3,5,0,1,1,0,0,1,1,31,0,0,0,0,1,3,1,0,2926,5,62,1,0.9636678,96.36677999999999,Premium
3,0,0,1,1,0,0,1,1,30,0,0,0,0,1,0,1,1465,7268,8,51,1,0.91501313,91.501313,Premium
3,0,0,1,1,0,3,1,1,51,1,0,0,0,1,0,0,1465,17776,7,39,1,0.9705804,97.05804,Premium
3,0,0,1,1,3,0,1,1,31,1,0,0,2,1,0,0,3991,13388,7,45,1,0.83485943,83.48594299999999,Premium
3,0,0,1,1,0,0,0,1,31,1,0,0,0,1,0,0,3058,7873,3,60,1,0.9823768,98.23768000000001,Premium
3,0,1,2,1,0,0,1,1,31,0,0,0,0,0,2,1,1288,16694,7,39,1,0.977462,97.7462,Premium
3,0,1,2,1,0,3,1,1,28,1,0,0,0,0,2,0,3479,15215,6,41,1,0.9561792,95.61792,Premium
3,0,1,2,1,0,3,0,0,32,0,0,0,1,0,0,1,2288,33729,2,52,1,0.94981056,94.981056,Premium
3,0,1,2,1,0,0,1,2,8,1,0,0,0,1,1,0,3277,7186,4,59,1,0.955038,95.50380000000001,Premium
3,0,1,1,1,0,0,1,1,31,1,1,0,0,1,3,1,1525,16163,4,45,1,0.97918814,97.918814,Premium
3,0,1,1,1,0,0,1,1,8,0,1,0,0,0,3,1,1906,20207,7,54,1,0.99274105,99.274105,Premium
3,0,1,1,1,0,0,1,1,31,1,0,0,1,1,2,0,857,10787,9,39,1,0.8194116,81.94116,Premium
3,0,1,1,1,0,0,0,1,8,0,0,0,0,0,3,1,4772,8941,4,34,1,0.99375206,99.375206,Premium
3,0,1,1,1,0,3,1,2,34,0,0,0,0,0,3,1,0,14295,7,51,1,0.9735762,97.35762,Premium
3,0,1,1,1,0,0,1,1,8,0,0,0,0,0,3,1,653,18977,5,52,1,0.9889965,98.89965,Premium
3,0,1,1,1,0,0,0,1,46,0,0,0,4,1,3,1,0,33027,2,38,1,0.94483,94.48299999999999,Premium
3,0,0,1,1,0,0,0,1,8,0,0,0,0,1,3,1,519,10087,4,48,1,0.9878556,98.78555999999999,Premium
3,0,0,1,1,0,0,0,1,31,0,0,0,0,0,3,1,1380,10724,8,59,1,0.9772131,97.72130999999999,Premium
3,0,0,1,1,0,0,1,1,31,1,1,0,2,0,3,1,3058,18212,6,55,1,0.8759523,87.59523,Premium
3,0,0,1,0,0,0,0,1,31,1,0,0,2,0,0,0,3520,13615,6,46,1,0.90288085,90.288085,Premium
3,0,0,2,1,0,0,1,1,31,0,0,0,0,0,0,0,1465,10340,7,55,1,0.9596433,95.96433,Premium
3,7,1,2,1,3,0,1,1,49,0,0,0,0,0,3,1,4613,28326,7,42,1,0.9815067,98.15066999999999,Premium
3,0,1,2,1,0,3,1,1,2,0,0,0,4,0,3,1,6257,19479,4,37,1,0.9772421,97.72421,Premium
3,0,1,2,1,0,0,0,0,13,0,1,0,0,0,3,1,4970,11746,3,51,1,0.99070483,99.070483,Premium
3,0,1,1,1,0,0,1,1,26,1,0,0,0,1,3,1,3220,6815,4,52,1,0.9751129,97.51128999999999,Premium
3,0,1,1,1,0,3,1,1,49,0,0,0,0,0,2,0,2294,21170,3,59,1,0.84737754,84.737754,Premium
3,0,0,2,0,0,0,1,1,51,0,0,0,0,1,0,0,2521,28399,3,58,1,0.9728799,97.28799000000001,Premium
3,7,1,2,1,0,0,1,1,31,1,0,0,0,0,3,1,2018,23820,4,38,1,0.9430879,94.30879,Premium
3,7,1,2,1,0,0,1,1,11,0,0,0,1,1,3,1,7455,32575,3,40,1,0.9998253,99.98253,Premium
3,5,0,1,1,2,0,1,1,9,0,0,0,0,1,2,0,3428,10779,4,53,1,0.9791282,97.91282,Premium
3,5,0,1,1,2,0,0,2,27,0,0,0,0,1,3,1,2342,7434,2,37,1,0.90961194,90.961194,Premium
3,5,0,1,1,2,0,1,1,35,1,0,0,0,1,0,0,6108,14548,2,60,1,0.99480975,99.480975,Premium
3,5,0,1,1,2,0,1,1,31,1,0,1,2,1,0,0,3503,18055,2,49,1,0.96291333,96.291333,Premium
3,5,0,1,1,3,0,1,2,34,1,0,1,0,1,0,0,4670,22870,2,40,1,0.99820495,99.820495,Premium
3,7,0,1,1,1,0,1,1,8,0,1,0,2,1,3,1,4670,13639,4,40,1,0.9383535,93.83534999999999,Premium
3,7,0,1,1,3,0,1,1,8,1,0,0,2,1,0,1,3571,12448,2,37,1,0.93485385,93.485385,Premium
3,7,0,1,1,2,1,1,1,8,1,0,0,0,0,0,0,6017,0,1,48,1,0.9955836,99.55836000000001,Premium
3,5,1,1,1,2,3,1,1,4,1,0,0,3,1,3,1,6519,21620,3,40,1,0.90590113,90.590113,Premium
3,5,1,1,1,2,0,0,1,39,1,0,1,0,1,3,1,6072,24047,2,58,1,0.98924047,98.924047,Premium
3,5,1,1,1,2,0,1,1,21,1,0,0,2,1,3,1,8448,43404,1,59,1,0.9995239,99.95239000000001,Premium
3,5,1,1,1,2,0,1,1,12,1,0,1,0,1,1,0,7101,16142,2,62,1,0.951702,95.17020000000001,Premium
3,5,1,2,1,2,0,1,1,30,1,0,0,0,1,2,0,8448,24753,2,60,1,0.99494237,99.494237,Premium
